ID			Imag	Vmag	Period		Iamp	[Fe/H]		R21	R31	Phi21	Phi31	
OGLE-BLG-RRLYR-21763   16.00300   17.85800    0.50622    0.56900   -0.87099    0.44500    0.29846    4.30800    5.76759
OGLE-BLG-RRLYR-21764   16.22100   20.21400    0.54878    0.12400   -1.25513    0.52688    0.40902    4.23200    5.55459
OGLE-BLG-RRLYR-21766   16.87200   19.14900    0.63627    0.74000   -1.56372    0.53587    0.33493    4.33100    5.70059
OGLE-BLG-RRLYR-21767   18.53600   21.96600    0.78333    0.29100   -1.27353    0.35221    0.14982    5.11800    6.92759
OGLE-BLG-RRLYR-21770   17.65900   20.53800    0.49085    0.59800   -1.30816    0.35333    0.10779    4.16000    5.14559
OGLE-BLG-RRLYR-21772   18.03100   20.97700    0.51917    0.59700   -0.86446    0.53963    0.31344    4.37800    5.85259
OGLE-BLG-RRLYR-21773   18.10800   21.04600    0.55384    0.51000   -0.84733    0.51924    0.35513    4.43400    6.07959
OGLE-BLG-RRLYR-21776   16.97300   19.18300    0.61189    0.26700   -0.70424    0.36667    0.17025    4.75200    6.59859
OGLE-BLG-RRLYR-21777   17.70900   20.53500    0.49824    0.69700   -0.98017    0.51564    0.38953    4.22600    5.58759
OGLE-BLG-RRLYR-21778   17.94100   20.75100    0.46477    0.55600   -0.94715    0.37759    0.18546    4.41700    5.42859
OGLE-BLG-RRLYR-21780   18.17700   21.47900    0.48873    0.85700   -1.03823    0.50097    0.37490    4.11400    5.46059
OGLE-BLG-RRLYR-21781   17.78400   20.63200    0.51629    0.68800   -1.01427    0.50231    0.34181    4.24400    5.65359
OGLE-BLG-RRLYR-21783   17.94400   20.85900    0.53840    0.66300   -0.99000    0.55269    0.36707    4.35700    5.81459
OGLE-BLG-RRLYR-21784   17.99300   21.38100    0.59697    0.38800   -0.76623    0.44328    0.24523    4.67800    6.43459
OGLE-BLG-RRLYR-21785   18.42300   21.99600    0.60297    0.67700   -1.15326    0.55300    0.35759    4.49200    6.00059
OGLE-BLG-RRLYR-21786   17.39800   19.81200    0.44159    0.77600   -1.02223    0.49421    0.37375    4.07000    5.19959
OGLE-BLG-RRLYR-21787   17.70800   21.13600    0.65523    0.51800   -1.77694    0.44508    0.36343    4.22300    5.55459
OGLE-BLG-RRLYR-21788   18.27000   21.64800    0.45930    0.45900   -0.27347    0.52297    0.31586    4.58200    6.21359
OGLE-BLG-RRLYR-21792   17.50300   20.25800    0.49387    0.45000   -1.43177    0.33590    0.08818    4.12800    5.01359
OGLE-BLG-RRLYR-21794   18.21100   21.49200    0.52231    0.40500   -1.04134    0.37023    0.15437    4.27000    5.65659
OGLE-BLG-RRLYR-21795   17.64100   20.44200    0.58349    0.51800   -1.06686    0.50042    0.32529    4.47900    5.98959
OGLE-BLG-RRLYR-21796   18.12400   21.31600    0.61637    0.31600   -0.70476    0.41812    0.22284    4.77400    6.62459
OGLE-BLG-RRLYR-21798   18.10800   21.24100    0.59829    0.57800   -0.94821    0.50216    0.30080    4.64500    6.22159
OGLE-BLG-RRLYR-21799   17.75800   20.39700    0.47222    0.58800   -0.95813    0.35707    0.20192    4.24100    5.45959
OGLE-BLG-RRLYR-21801   17.36500   19.84600    0.55838    0.77900   -1.23296    0.53752    0.34173    4.27600    5.63859
OGLE-BLG-RRLYR-21803   17.96500   20.93700    0.50996    0.70800   -1.00631    0.51950    0.38137    4.22200    5.62559
OGLE-BLG-RRLYR-21804   17.83000   20.78400    0.47781    0.81100   -1.03578    0.48914    0.34081    4.12700    5.39859
OGLE-BLG-RRLYR-21805   18.27100   21.50500    0.49471    0.72900   -1.03460    0.49760    0.38245    4.18700    5.50059
OGLE-BLG-RRLYR-21808   14.92400   17.93100    0.54635    0.02800   -1.28032    0.58836    0.30937    4.30100    5.50959
OGLE-BLG-RRLYR-21809   17.65800   20.21000    0.55341    0.68200   -0.94821    0.53876    0.32951    4.44100    5.95459
OGLE-BLG-RRLYR-21810   17.52300   19.98100    0.63398    0.73900   -1.31021    0.51127    0.35531    4.56000    5.99459
OGLE-BLG-RRLYR-21814   18.03900   21.18800    0.53945    0.68600   -1.09981    0.48445    0.29117    4.36100    5.68759
OGLE-BLG-RRLYR-21815   17.45300   19.80500    0.55973    0.36400   -0.45760    0.43665    0.25255    4.70000    6.58759
OGLE-BLG-RRLYR-21816   17.76500   20.60400    0.61213    0.70900   -1.30529    0.53066    0.32240    4.48200    5.87059
OGLE-BLG-RRLYR-21817   18.04800   21.36000    0.53010    0.75300   -0.99546    0.52869    0.34617    4.33700    5.75859
OGLE-BLG-RRLYR-21819   18.04700   21.22700    0.61750    0.85800   -1.44203    0.51953    0.34183    4.32900    5.73659
OGLE-BLG-RRLYR-21821   17.81000   20.67000    0.52974    0.62300   -0.94509    0.51889    0.36935    4.33100    5.81759
OGLE-BLG-RRLYR-21822   17.86500   21.16700    0.59496    0.48900   -1.08352    0.52333    0.30598    4.51900    6.03759
OGLE-BLG-RRLYR-21823   17.69200   20.85100    0.59890    0.39000   -0.86550    0.47702    0.29440    4.62800    6.32559
OGLE-BLG-RRLYR-21824   17.69600   20.29100    0.59576    0.58600   -1.56043    0.40774    0.25971    4.32000    5.46359
OGLE-BLG-RRLYR-21826   15.93800   17.40600    0.62980    0.16600   -0.50611    0.27368    0.09133    4.80300    6.94559
OGLE-BLG-RRLYR-21828   18.28700   21.59700    0.45282    0.86400   -1.02120    0.48458    0.36420    4.06100    5.26759
OGLE-BLG-RRLYR-21829   17.84800   20.99500    0.55383    0.52700   -0.93546    0.50426    0.31718    4.44700    5.97259
OGLE-BLG-RRLYR-21830   17.76400   20.46900    0.56242    0.47800   -0.81197    0.49484    0.30846    4.54200    6.17359
OGLE-BLG-RRLYR-21832   17.86000   21.10700    0.51753    0.44400   -1.26017    0.44638    0.23681    4.16100    5.36259
OGLE-BLG-RRLYR-21833   17.68200   20.99500    0.69953    0.30600   -1.21872    0.44332    0.27451    4.75900    6.49559
OGLE-BLG-RRLYR-21834   16.44600   18.01400    0.58229    0.75500   -1.28260    0.55248    0.34994    4.34800    5.72059
OGLE-BLG-RRLYR-21835   16.13900   17.98100    0.64705    0.25700   -0.74227    0.36481    0.16185    4.82900    6.76159
OGLE-BLG-RRLYR-21836   16.94600   19.70300    0.45580    0.55700   -1.21381    0.31229    0.05508    4.20100    5.05159
OGLE-BLG-RRLYR-21837   17.63000   20.96000    0.53817    0.62200   -0.97572    0.51359    0.33108    4.31400    5.83059
OGLE-BLG-RRLYR-21838   17.82700   20.94800    0.64055    0.19400   -0.48796    0.31473    0.12489    4.92400    7.03159
OGLE-BLG-RRLYR-21839   16.89000   19.66800    0.61613    0.56100   -1.48394    0.49316    0.31704    4.31900    5.67759
OGLE-BLG-RRLYR-21841   17.74600   20.57200    0.53675    0.71700   -1.22498    0.50991    0.31581    4.26100    5.51959
OGLE-BLG-RRLYR-21842   18.39300   20.97200    0.52723    0.29400   -0.14174    0.40868    0.26589    4.91000    6.77759
OGLE-BLG-RRLYR-21843   16.12000   17.98300    0.74548    0.58100   -1.77604    0.47205    0.32267    4.57100    6.09259
OGLE-BLG-RRLYR-21844   18.44000   21.58800    0.35111    0.43300    0.09946    0.36816    0.16641    4.57000    6.02259
OGLE-BLG-RRLYR-21845   18.26500   21.95100    0.53463    0.62000   -1.16270    0.56022    0.35957    4.22900    5.58259
OGLE-BLG-RRLYR-21846   18.26100   21.28200    0.53794    0.61600   -1.08911    0.43533    0.31177    4.42800    5.69159
OGLE-BLG-RRLYR-21848   17.64600   20.25400    0.48160    0.54200   -1.11203    0.43271    0.18316    4.19700    5.32859
OGLE-BLG-RRLYR-21849   18.33800   21.58300    0.58401    0.40300   -0.79415    0.47927    0.27423    4.62000    6.32359
OGLE-BLG-RRLYR-21851   17.67900   20.49500    0.45268    0.52300   -1.18038    0.37345    0.14714    4.03700    5.07359
OGLE-BLG-RRLYR-21852   18.04500   21.50200    0.56810    0.35500   -0.39069    0.41877    0.22949    4.89100    6.71859
OGLE-BLG-RRLYR-21853   17.60100   20.75300    0.47617    0.67400   -1.04998    0.50536    0.38538    4.13300    5.37159
OGLE-BLG-RRLYR-21855   17.99800   20.71200    0.48516    0.77800   -0.96139    0.49958    0.36609    4.22100    5.53259
OGLE-BLG-RRLYR-21856   18.19900   21.73900    0.49559    0.60600   -1.46571    0.50295    0.24459    4.18300    4.98259
OGLE-BLG-RRLYR-21858   18.06700   21.27100    0.48768    0.76200   -1.05535    0.50699    0.39094    4.18200    5.43359
OGLE-BLG-RRLYR-21859   18.26500   21.01400    0.37176    0.50700   -0.55711    0.37139    0.15577    4.17900    5.34859
OGLE-BLG-RRLYR-21862   17.34300   20.28900    0.60895    0.77100   -1.51383    0.54460    0.30482    4.26400    5.59859
OGLE-BLG-RRLYR-21867   18.17800   20.00900    0.47228    0.53100   -0.76723    0.46661    0.27684    4.31600    5.69159
OGLE-BLG-RRLYR-21868   18.10500   21.24600    0.49769    0.73700   -1.01209    0.51385    0.37502    4.19700    5.54559
OGLE-BLG-RRLYR-21871   15.99100   17.70000    0.57562    0.57100   -1.31255    0.46168    0.36383    4.26200    5.64459
OGLE-BLG-RRLYR-21876   18.65700   22.20200    0.47529    0.83800   -1.01602    0.51252    0.35548    4.10300    5.40759
OGLE-BLG-RRLYR-21878   18.04300   21.03200    0.43519    0.89700   -0.94142    0.50294    0.38731    4.08800    5.25959
OGLE-BLG-RRLYR-21879   18.05300   21.02200    0.56957    0.61900   -1.02249    0.51866    0.32038    4.44000    5.96059
OGLE-BLG-RRLYR-21880   18.16200   21.16600    0.40621    0.82200   -0.63206    0.54375    0.39142    4.14500    5.46259
OGLE-BLG-RRLYR-21882   17.38900   20.18100    0.46080    0.70600   -0.90381    0.57591    0.34438    4.15000    5.45759
OGLE-BLG-RRLYR-21885   17.47500   20.14200    0.64445    0.63200   -1.35741    0.51636    0.34658    4.53900    5.99959
OGLE-BLG-RRLYR-21886   18.55400   21.92500    0.44249    0.68900   -0.73821    0.52785    0.26039    4.32200    5.54959
OGLE-BLG-RRLYR-21888   17.32400   19.97400    0.51624    0.17000   -0.59876    0.37609    0.15156    4.74500    6.15759
OGLE-BLG-RRLYR-21889   15.61700   19.54500    0.58832    0.05600   -0.97188    0.43488    0.21637    4.61900    6.13359
OGLE-BLG-RRLYR-21891   18.75800   22.62800    0.46401    0.60400   -1.00605    0.46344    0.27421    4.24000    5.35259
OGLE-BLG-RRLYR-21893   18.22300   21.49500    0.44394    0.80400   -1.01480    0.49685    0.37756    4.07700    5.22259
OGLE-BLG-RRLYR-21895   17.13100   19.40100    0.44467    0.83900   -0.90548    0.52265    0.38658    4.10700    5.35959
OGLE-BLG-RRLYR-21897   17.90400   20.90900    0.55646    0.55600   -1.03238    0.51747    0.32147    4.36600    5.87059
OGLE-BLG-RRLYR-21899   17.82600   20.90100    0.58408    0.44000   -0.85796    0.45989    0.26895    4.59800    6.24659
OGLE-BLG-RRLYR-21900   17.76200   20.72700    0.62749    0.55000   -1.82720    0.40993    0.26752    4.16300    5.32859
OGLE-BLG-RRLYR-21902   18.00600   20.91000    0.52608    0.58100   -1.01119    0.49384    0.27061    4.31800    5.71559
OGLE-BLG-RRLYR-21903   16.89800   19.31200    0.71781    0.45700   -1.11965    0.44803    0.24290    4.84400    6.72459
OGLE-BLG-RRLYR-21904   18.21000   21.87800    0.53829    0.69600   -1.08589    0.55070    0.35470    4.25800    5.69759
OGLE-BLG-RRLYR-21907   17.33100   20.17300    0.85655    0.38500   -1.54430    0.40509    0.19099    5.01000    7.03459
OGLE-BLG-RRLYR-21908   18.68900   22.21400    0.54967    0.57300   -0.98100    0.52021    0.35650    4.36800    5.89259
OGLE-BLG-RRLYR-21911   18.18300   21.64500    0.58596    0.53500   -1.26680    0.45764    0.36590    4.29700    5.76159
OGLE-BLG-RRLYR-21912   17.96400   20.78800    0.46466    0.67700   -1.10812    0.45812    0.25883    4.10300    5.23259
OGLE-BLG-RRLYR-21915   17.10700   20.15500    0.42677    0.38700   -0.83832    0.54497    0.40315    4.10000    5.33459
OGLE-BLG-RRLYR-21920   16.06700   17.41000    0.60969    0.65100   -1.52569    0.47202    0.30666    4.26800    5.58859
OGLE-BLG-RRLYR-21921   17.62000   20.24900    0.51114    0.80500   -1.08958    0.51762    0.37559    4.15500    5.53159
OGLE-BLG-RRLYR-21923   16.51300   19.44700    0.50379    0.21400   -1.19446    0.52219    0.39141    4.09100    5.36059
OGLE-BLG-RRLYR-21924   17.62900   20.74900    0.60608    0.14800   -0.96748    0.34693    0.19684    4.62200    6.24459
OGLE-BLG-RRLYR-21925   18.01600   21.25300    0.52784    0.65600   -0.81467    0.56348    0.37472    4.51200    5.96459
OGLE-BLG-RRLYR-21926   17.49200   20.57700    0.70539    0.15700   -0.99863    0.23931    0.08356    5.00200    6.79759
OGLE-BLG-RRLYR-21928   16.26000   17.98000    0.56969    0.61500   -1.11622    0.52980    0.34942    4.37400    5.84759
OGLE-BLG-RRLYR-21929   17.73600   20.60200    0.53092    0.86000   -1.33570    0.52099    0.34352    4.10100    5.35059
OGLE-BLG-RRLYR-21930   19.33800   21.53200    0.46971    0.44900   -1.54401    0.25274    0.09585    4.08000    4.73359
OGLE-BLG-RRLYR-21932   18.19200   21.35400    0.56864    0.56400   -0.99485    0.49749    0.29959    4.42600    5.98859
OGLE-BLG-RRLYR-21934   18.56500   21.97000    0.51271    0.68900   -1.02230    0.51042    0.36865    4.21200    5.62259
OGLE-BLG-RRLYR-21936   17.05600   19.38000    0.54907    0.50400   -0.92945    0.49800    0.29982    4.41700    5.95159
OGLE-BLG-RRLYR-21937   18.47500   21.25300    0.46493    0.79800   -1.07647    0.44711    0.34312    4.09400    5.27259
OGLE-BLG-RRLYR-21938   17.76900   20.06800    0.59298    0.34400   -0.76810    0.44338    0.25835    4.59300    6.40859
OGLE-BLG-RRLYR-21940   17.64200   20.46500    0.59135    0.51300   -1.16884    0.52673    0.33499    4.44400    5.91259
OGLE-BLG-RRLYR-21941   19.02900   22.20600    0.50527    0.65900   -0.93224    0.53404    0.42261    4.27400    5.68759
OGLE-BLG-RRLYR-21947   18.25000   21.78000    0.60148    0.28900   -0.60460    0.40693    0.22363    4.70400    6.65759
OGLE-BLG-RRLYR-21948   18.50100   21.96400    0.47886    0.70400   -0.98738    0.52490    0.37057    4.18100    5.46359
OGLE-BLG-RRLYR-21950   18.23500   21.50400    0.59631    0.36700   -0.85942    0.48224    0.24853    4.67400    6.31759
OGLE-BLG-RRLYR-21951   16.89300   18.92000    0.49704    0.17000   -1.21161    0.44741    0.24627    4.11700    5.29959
OGLE-BLG-RRLYR-21953   18.07000   20.95000    0.72079    0.40200   -1.13260    0.46920    0.23963    4.87700    6.72659
OGLE-BLG-RRLYR-21958   17.55900   20.34800    0.46947    0.50900   -1.21654    0.38803    0.18493    4.11700    5.12959
OGLE-BLG-RRLYR-21960   18.50800   22.07800    0.53602    0.58700   -1.14560    0.48227    0.30967    4.37600    5.61159
OGLE-BLG-RRLYR-21961   17.04500   20.51000    0.57744    0.22900   -1.05698    0.51587    0.30953    4.48800    5.96559
OGLE-BLG-RRLYR-21962   18.33600   21.49000    0.57453    0.30500   -0.93971    0.44651    0.29279    4.63300    6.09059
OGLE-BLG-RRLYR-21963   17.84600   21.13600    0.57240    0.69000   -1.14104    0.54971    0.34840    4.39000    5.83359
OGLE-BLG-RRLYR-21965   17.70000   20.33800    0.45622    0.83800   -1.03214    0.48132    0.36193    4.09600    5.27459
OGLE-BLG-RRLYR-21967   17.50200   21.05700    0.61456    0.11700   -0.14959    0.37202    0.08369    4.67500    7.28759
OGLE-BLG-RRLYR-21969   17.93100   20.94400    0.53064    0.62200   -0.92642    0.47055    0.26587    4.42400    5.84559
OGLE-BLG-RRLYR-21970   18.17600   21.30200    0.51739    0.69500   -0.98589    0.52575    0.37370    4.26100    5.69459
OGLE-BLG-RRLYR-21971   18.06500   21.13400    0.49410    0.60200   -1.12884    0.50459    0.35319    4.14300    5.38259
OGLE-BLG-RRLYR-21973   17.61000   20.46300    0.67200    0.54700   -1.22385    0.49180    0.30216    4.68200    6.32559
OGLE-BLG-RRLYR-21974   18.35800   21.31300    0.52290    0.53500   -1.13077    0.40754    0.18043    4.29700    5.55159
OGLE-BLG-RRLYR-21975   17.61600   20.01300    0.47276    0.82700   -1.26317    0.42858    0.34856    4.06800    5.09259
OGLE-BLG-RRLYR-21976   18.12100   21.27300    0.53635    0.54200   -1.35161    0.40163    0.25854    4.19100    5.36359
OGLE-BLG-RRLYR-21978   17.95500   20.70700    0.47158    0.64600   -1.15519    0.42934    0.20398    4.14000    5.21659
OGLE-BLG-RRLYR-21979   17.93600   21.53000    0.68881    0.32100   -1.02775    0.38636    0.22477    4.80200    6.66359
OGLE-BLG-RRLYR-21982   18.29800   21.43100    0.62056    0.61600   -1.17195    0.53506    0.35063    4.58300    6.08259
OGLE-BLG-RRLYR-21984   16.80300   18.95800    0.59149    0.46900   -0.82838    0.49949    0.29759    4.64100    6.32659
OGLE-BLG-RRLYR-21985   16.85100   18.69000    0.55624    0.62700   -0.94646    0.48042    0.27933    4.50500    5.97359
OGLE-BLG-RRLYR-21986   18.44200   21.51400    0.56209    0.71800   -1.36322    0.49894    0.36426    4.24800    5.50259
OGLE-BLG-RRLYR-21988   16.99400   19.31500    0.55004    0.54500   -0.87487    0.51019    0.33054    4.45700    6.02359
OGLE-BLG-RRLYR-21991   17.86300   21.00200    0.62252    0.72600   -1.45591    0.54809    0.33474    4.33400    5.74959
OGLE-BLG-RRLYR-21992   17.69400   20.49400    0.49126    0.75100   -1.01932    0.49531    0.37336    4.17800    5.49859
OGLE-BLG-RRLYR-21993   17.95600   21.18800    0.60580    0.38400   -0.75761    0.43597    0.25065    4.72800    6.49759
OGLE-BLG-RRLYR-21994   18.04600   21.10400    0.48099    0.75300   -1.12305    0.50671    0.32708    4.11500    5.31159
OGLE-BLG-RRLYR-21996   18.05900   21.17000    0.47195    0.55100   -0.95019    0.40740    0.25364    4.16100    5.46759
OGLE-BLG-RRLYR-21997   17.11900   19.65900    0.61631    0.19700   -0.43836    0.31759    0.12722    4.85000    6.94759
OGLE-BLG-RRLYR-21999   17.70000   20.42800    0.57009    0.36500   -0.96986    0.40268    0.22961    4.51900    6.02759
OGLE-BLG-RRLYR-22000   18.00700   21.04200    0.50314    0.43000   -0.34582    0.47403    0.22363    4.72400    6.38659
OGLE-BLG-RRLYR-22005   18.35200   22.03400    0.51584    0.71100   -1.02527    0.52267    0.38328    4.26300    5.63759
OGLE-BLG-RRLYR-22008   17.58900   20.59400    0.62850    0.48500   -1.01802    0.51427    0.31028    4.65100    6.31659
OGLE-BLG-RRLYR-22010   17.28100   20.30500    0.45187    0.61400   -1.04213    0.43932    0.19527    4.15000    5.23659
OGLE-BLG-RRLYR-22011   17.81100   20.72500    0.61420    0.23500   -0.48896    0.33538    0.12915    4.80600    6.87359
OGLE-BLG-RRLYR-22013   17.55900   20.78300    0.60489    0.32700   -0.74160    0.42257    0.21610    4.73400    6.51159
OGLE-BLG-RRLYR-22014   18.05700   21.57200    0.57086    0.66300   -1.08487    0.55160    0.34769    4.41700    5.89259
OGLE-BLG-RRLYR-22015   18.02000   20.98300    0.44109    0.88100   -1.02799    0.49047    0.36124    4.05400    5.18959
OGLE-BLG-RRLYR-22016   17.77300   20.53700    0.54806    0.69600   -1.07690    0.53073    0.36713    4.27700    5.76659
OGLE-BLG-RRLYR-22017   18.32100   22.02300    0.59129    0.59000   -1.08034    0.55661    0.36145    4.52200    6.01959
OGLE-BLG-RRLYR-22018   17.73400   20.74100    0.61282    0.26700   -0.75744    0.38012    0.18817    4.71600    6.53959
OGLE-BLG-RRLYR-22022   17.35100   19.73700    0.62929    0.34500   -0.78045    0.40304    0.21747    4.71000    6.60959
OGLE-BLG-RRLYR-22024   16.71300   18.81000    0.52710    0.66300   -0.98653    0.52842    0.34174    4.27500    5.75159
OGLE-BLG-RRLYR-22025   18.04000   20.89000    0.48886    0.77500   -0.95399    0.49490    0.32711    4.25800    5.56359
OGLE-BLG-RRLYR-22027   18.09700   21.80300    0.76359    0.59700   -1.54843    0.46953    0.27923    4.73800    6.47659
OGLE-BLG-RRLYR-22031   17.89100   20.74700    0.59188    0.57300   -0.92832    0.53496    0.33857    4.58800    6.20759
OGLE-BLG-RRLYR-22035   17.34600   19.71900    0.63644    0.73300   -1.38327    0.53565    0.35448    4.53100    5.92059
OGLE-BLG-RRLYR-22036   17.52400   20.68100    0.48309    0.36700   -1.22562    0.52130    0.36635    4.06700    5.19959
OGLE-BLG-RRLYR-22039   18.08900   21.33100    0.59954    0.38700   -0.82663    0.43837    0.25334    4.69400    6.37659
OGLE-BLG-RRLYR-22044   17.83600   20.93800    0.56491    0.56000   -1.51303    0.47165    0.31153    4.16200    5.33759
OGLE-BLG-RRLYR-22045   18.47600   21.19300    0.56895    0.46800   -1.01617    0.47515    0.29692    4.56900    5.96459
OGLE-BLG-RRLYR-22046   17.60800   20.21100    0.44239    0.72400   -1.04181    0.46581    0.28620    4.07600    5.18059
OGLE-BLG-RRLYR-22048   15.09500   17.06700    0.44904    0.03800   -0.90630    0.55282    0.35578    4.13500    5.38459
OGLE-BLG-RRLYR-22050   17.89400   21.07900    0.62896    0.32600   -0.75659    0.40766    0.19908    4.85300    6.63659
OGLE-BLG-RRLYR-22053   17.78900   21.00800    0.61141    0.35900   -0.84856    0.41248    0.26726    4.64200    6.42059
OGLE-BLG-RRLYR-22054   17.33700   20.35400    0.53993    0.79500   -1.18949    0.54626    0.34224    4.22500    5.58159
OGLE-BLG-RRLYR-22055   16.82300   19.57000    0.78691    0.60100   -1.71711    0.45510    0.28238    4.67400    6.41059
OGLE-BLG-RRLYR-22056   17.95300   20.92600    0.64141    0.21500   -0.58609    0.34805    0.17631    4.83000    6.91759
OGLE-BLG-RRLYR-22057   17.91400   21.31600    0.59982    0.67400   -1.07190    0.53270    0.33149    4.64900    6.08059
OGLE-BLG-RRLYR-22058   16.20000   18.23500    0.53998    0.61100   -1.00600    0.47718    0.27491    4.33500    5.80459
OGLE-BLG-RRLYR-22059   18.36100   22.04400    0.51971    0.53000   -0.90497    0.44254    0.21790    4.33700    5.80659
OGLE-BLG-RRLYR-22060   18.65100   21.85700    0.42398    0.76100   -0.49751    0.58445    0.39274    4.23400    5.73159
OGLE-BLG-RRLYR-22062   18.01700   20.79400    0.39514    0.58700   -0.76072    0.48812    0.28274    4.05900    5.24059
OGLE-BLG-RRLYR-22064   17.60100   20.58700    0.86224    0.47400   -1.77572    0.41000    0.19097    4.87800    6.78759
OGLE-BLG-RRLYR-22065   16.80700   18.97000    0.45416    0.66000   -0.98085    0.45468    0.28635    4.11700    5.32459
OGLE-BLG-RRLYR-22068   17.90000   20.93800    0.69531    0.32800   -1.15436    0.45285    0.25336    4.78300    6.54859
OGLE-BLG-RRLYR-22069   17.80000   20.86800    0.60522    0.33100   -0.74572    0.41311    0.21049    4.71000    6.50859
OGLE-BLG-RRLYR-22070   17.31300   19.97100    0.64802    0.48400   -1.06591    0.40508    0.17970    4.92000    6.37459
OGLE-BLG-RRLYR-22071   17.53600   20.32800    0.65609    0.66300   -1.58011    0.52314    0.34446    4.42300    5.79859
OGLE-BLG-RRLYR-22075   18.41300   21.56100    0.55483    0.60300   -0.88765    0.49797    0.34756    4.47200    6.03659
OGLE-BLG-RRLYR-22076   18.31700   21.83500    0.59070    0.47900   -1.25790    0.56025    0.34562    4.38400    5.80059
OGLE-BLG-RRLYR-22078   17.26800   19.96200    0.64195    0.31500   -0.83017    0.40939    0.23100    4.72900    6.62459
OGLE-BLG-RRLYR-22079   17.62500   20.35500    0.44713    0.56100   -1.11695    0.48087    0.27745    4.05900    5.11759
OGLE-BLG-RRLYR-22081   18.50000   21.48800    0.48347    0.56300   -1.09400    0.41936    0.25133    4.17400    5.36159
OGLE-BLG-RRLYR-22082   16.38800   18.49500    0.47301    0.64200   -1.01969    0.45478    0.26429    4.19200    5.38959
OGLE-BLG-RRLYR-22083   18.45200   21.75300    0.43667    0.84100   -0.99152    0.48971    0.35910    4.05200    5.20759
OGLE-BLG-RRLYR-22086   17.79200   21.34200    0.58063    0.46800   -0.85175    0.49919    0.30755    4.58200    6.23359
OGLE-BLG-RRLYR-22088   16.42000   19.15700    0.63571    0.25600   -0.95368    0.36516    0.18481    4.66400    6.43759
OGLE-BLG-RRLYR-22089   17.95000   21.13600    0.64490    0.36900   -0.91798    0.42105    0.24845    4.78900    6.53559
OGLE-BLG-RRLYR-22090   17.09400   19.12200    0.44118    0.77600   -1.00866    0.47981    0.33315    4.04400    5.21359
OGLE-BLG-RRLYR-22093   17.72200   20.79900    0.50801    0.59600   -0.98028    0.52252    0.37406    4.27800    5.64559
OGLE-BLG-RRLYR-22096   18.19600   21.19000    0.46604    0.53600   -0.87508    0.40214    0.19109    4.18700    5.52359
OGLE-BLG-RRLYR-22098   17.99400   20.85400    0.52058    0.68600   -1.01059    0.53155    0.38577    4.23800    5.68359
OGLE-BLG-RRLYR-22100   17.66800   20.13500    0.45458    0.75300   -0.98205    0.48845    0.35691    4.13700    5.32559
OGLE-BLG-RRLYR-22101   18.20100   21.27400    0.52075    0.61800   -0.73785    0.53761    0.34425    4.51300    6.01559
OGLE-BLG-RRLYR-22105   17.25900   19.32500    0.46934    0.64700   -0.51306    0.55943    0.34588    4.45900    5.98259
OGLE-BLG-RRLYR-22106   17.86800   20.92500    0.44695    0.56800   -0.87791    0.44730    0.26438    4.19600    5.40659
OGLE-BLG-RRLYR-22111   17.33900   19.94300    0.60031    0.56700   -1.08175    0.53472    0.33244    4.55200    6.07159
OGLE-BLG-RRLYR-22116   16.66300   18.75200    0.63358    0.42700   -0.83283    0.45248    0.29593    4.75700    6.57159
OGLE-BLG-RRLYR-22117   18.29000   21.81400    0.48982    0.76100   -1.02381    0.50878    0.37147    4.18300    5.48459
OGLE-BLG-RRLYR-22119   17.91500   20.86800    0.61147    0.22100   -0.67996    0.35245    0.16557    4.68400    6.62559
OGLE-BLG-RRLYR-22120   17.79900   20.99200    0.68785    0.49400   -1.31722    0.50287    0.28792    4.71000    6.30659
OGLE-BLG-RRLYR-22121   17.33400   19.79000    0.61394    0.25200   -0.53716    0.34216    0.15010    4.75600    6.81359
OGLE-BLG-RRLYR-22122   17.57500   20.18300    0.65049    0.37900   -0.91982    0.47427    0.25881    4.77400    6.56659
OGLE-BLG-RRLYR-22123   17.57800   20.47100    0.70947    0.36200   -1.11336    0.40131    0.24116    4.89900    6.68259
OGLE-BLG-RRLYR-22124   17.48000   20.45700    0.57336    0.59700   -0.95045    0.52314    0.33733    4.48800    6.07059
OGLE-BLG-RRLYR-22127   17.03000   19.15400    0.57123    0.70100   -0.99935    0.54213    0.33358    4.52000    5.99859
OGLE-BLG-RRLYR-22128   17.75300   20.60600    0.47414    0.83200   -1.04826    0.50400    0.37175    4.12500    5.36159
OGLE-BLG-RRLYR-22129   18.60500   22.31400    0.56971    0.51900   -0.83860    0.48783    0.29026    4.49300    6.18459
OGLE-BLG-RRLYR-22130   17.30300   19.52200    0.51960    0.53600   -0.65888    0.50751    0.31881    4.53100    6.10459
OGLE-BLG-RRLYR-22132   18.27900   21.56900    0.62476    0.29100   -0.54485    0.41200    0.20553    4.95100    6.86859
OGLE-BLG-RRLYR-22138   18.15600   21.58900    0.56449    0.41000   -0.81386    0.49768    0.29785    4.53800    6.18359
OGLE-BLG-RRLYR-22139   17.86000   21.48400    0.52026    0.57800   -1.24387    0.35213    0.10014    4.31100    5.39859
OGLE-BLG-RRLYR-22141   16.56900   18.17500    0.58239    0.82400   -1.43063    0.50799    0.34350    4.19500    5.54159
OGLE-BLG-RRLYR-22146   17.32500   20.06300    0.78587    0.30400   -1.15581    0.38485    0.16336    5.00000    7.08559
