ID			Imag	Vmag	Period		Iamp	[Fe/H]		R21	R31	Phi21	Phi31	
OGLE-BLG-RRLYR-01598   16.72100   18.84200    0.63379    0.28200   -0.73578    0.36972    0.18485    4.78900    6.69059
OGLE-BLG-RRLYR-01599   17.04100   19.26200    0.50433    0.66800   -1.02985    0.47183    0.34439    4.27400    5.56359
OGLE-BLG-RRLYR-01600   17.15900   19.52000    0.59745    0.30700   -0.77685    0.41814    0.24062    4.69800    6.42459
OGLE-BLG-RRLYR-01601   17.31100   19.80600    0.53654    0.58600   -0.58703    0.51952    0.31884    4.64000    6.29259
OGLE-BLG-RRLYR-01602   16.42900   18.47500    0.58477    0.45500   -0.83335    0.48443    0.29841    4.59800    6.28059
OGLE-BLG-RRLYR-01603   16.51800   18.19900    0.48854    0.52200   -0.51735    0.52706    0.31028    4.54000    6.09159
OGLE-BLG-RRLYR-01604   16.79700   18.49200    0.57675    0.44600   -0.81217    0.49849    0.32429    4.57700    6.25859
OGLE-BLG-RRLYR-01606   16.16000   18.01100    0.89518    0.57900   -2.39616    0.39045    0.20115    5.00900    6.23059
OGLE-BLG-RRLYR-01607   16.50900   18.15400    0.50603    0.64300   -1.06864    0.46416    0.31643    4.24000    5.52659
OGLE-BLG-RRLYR-01609   15.98000   17.90100    0.66583    0.66100   -1.50756    0.54715    0.33887    4.49600    5.94459
OGLE-BLG-RRLYR-01610   16.81500   18.59400    0.53166    0.55000   -1.03032    0.40053    0.21511    4.33600    5.72559
OGLE-BLG-RRLYR-01611   16.45300   17.87600    0.50809    0.71700   -0.95843    0.47633    0.31837    4.31500    5.67259
OGLE-BLG-RRLYR-01612   16.89200   18.52200    0.53003    0.60300   -1.03797    0.49763    0.32855    4.29000    5.70659
OGLE-BLG-RRLYR-01614   16.63900   18.68600    0.76313    0.30700   -1.07647    0.38163    0.16747    5.02100    7.04659
OGLE-BLG-RRLYR-01616   16.49600   18.44300    0.45623    0.71900   -0.98933    0.48188    0.31933    4.12900    5.32659
OGLE-BLG-RRLYR-01617   18.63100   21.26500    0.46441    0.21200   -0.05710    0.34009    0.13948    4.83100    6.50659
OGLE-BLG-RRLYR-01618   17.32000   19.80500    0.53200    0.49600   -0.65377    0.52407    0.32926    4.58200    6.18459
OGLE-BLG-RRLYR-01619   16.97700   19.05700    0.48789    0.76700   -0.97642    0.50422    0.37490    4.19500    5.53059
OGLE-BLG-RRLYR-01620   16.40000   18.12500    0.58869    0.43700   -0.81466    0.46161    0.27130    4.65100    6.32659
OGLE-BLG-RRLYR-01621   16.78200   18.65300    0.57010    0.47800   -0.81661    0.48761    0.31179    4.56100    6.21359
OGLE-BLG-RRLYR-01622   15.98600   17.47000    0.39566    0.87200   -0.43616    0.58672    0.35282    4.27200    5.63759
OGLE-BLG-RRLYR-01623   16.93400   18.59600    0.48275    0.62700   -1.11685    0.40412    0.24321    4.16200    5.32959
OGLE-BLG-RRLYR-01624   16.05600   17.83800    0.57800    0.56200   -1.04569    0.52159    0.32637    4.47800    5.98259
OGLE-BLG-RRLYR-01625   16.56600   18.33300    0.51348    0.55000   -1.05653    0.43481    0.25056    4.31200    5.58559
OGLE-BLG-RRLYR-01627   16.38100   17.96500    0.47305    0.71500   -1.06930    0.47494    0.26441    4.10500    5.32959
OGLE-BLG-RRLYR-01628   16.55200   18.72400    0.49678    0.79300   -1.11228    0.52239    0.36169    4.11500    5.41859
OGLE-BLG-RRLYR-01630   16.56200   18.67700    0.46245    0.58300   -1.07832    0.50155    0.37551    4.07300    5.25559
OGLE-BLG-RRLYR-01632   16.80300   18.42000    0.49429    0.65500   -1.10752    0.45586    0.28876    4.15400    5.40959
OGLE-BLG-RRLYR-01633   17.28700   19.59000    0.43768    0.72500   -0.97336    0.48709    0.31753    4.13600    5.23559
OGLE-BLG-RRLYR-01636   16.59200   18.55300    0.58520    0.28500   -0.41271    0.38164    0.17498    4.86300    6.79359
OGLE-BLG-RRLYR-01637   16.24800   18.05700    0.90911    0.29400   -1.54815    0.35264    0.14419    5.10700    7.34259
OGLE-BLG-RRLYR-01638   15.57600   17.25500    0.66996    0.36100   -0.96667    0.43575    0.22898    4.79900    6.62559
OGLE-BLG-RRLYR-01639   16.73800   18.67900    0.55823    0.38300   -0.41565    0.45037    0.23399    4.80700    6.62959
OGLE-BLG-RRLYR-01640   16.56900   18.25900    0.58805    0.75700   -1.29850    0.54993    0.34934    4.35200    5.73559
OGLE-BLG-RRLYR-01643   16.04700   18.17000    0.67422    0.11500   -1.60223    0.28517    0.12310    4.64400    5.87959
OGLE-BLG-RRLYR-01644   16.61400   18.34800    0.45587    0.63200   -0.83347    0.52441    0.35540    4.22000    5.51359
OGLE-BLG-RRLYR-01645   16.83700   18.62300    0.47325    0.56700   -1.25818    0.37734    0.17974    4.14200    5.10159
OGLE-BLG-RRLYR-01646   16.43900   18.96200    0.63666    0.24200   -0.68395    0.34349    0.14480    4.80900    6.77059
OGLE-BLG-RRLYR-01647   16.63700   18.65100    0.44261    0.81700   -1.04204    0.50156    0.37910    4.04900    5.18159
OGLE-BLG-RRLYR-01648   16.63100   18.25200    0.48242    0.77600   -1.04848    0.49313    0.38315    4.13900    5.41059
OGLE-BLG-RRLYR-01649   15.55100   16.92100    0.78645    0.12400   -0.89911    0.19196    0.05325    5.12900    7.40059
OGLE-BLG-RRLYR-01651   16.60900   18.34000    0.58655    0.48800   -0.92693    0.50225    0.30838    4.56500    6.17759
OGLE-BLG-RRLYR-01653   16.46800   17.92200    0.53005    0.66500   -0.94167    0.52192    0.35429    4.34200    5.82359
OGLE-BLG-RRLYR-01655   16.57800   18.45000    0.65772    0.55300   -1.26425    0.49042    0.31241    4.62800    6.19159
OGLE-BLG-RRLYR-01656   16.48900   18.21900    0.56654    0.58600   -0.67804    0.49907    0.30735    4.66800    6.36059
OGLE-BLG-RRLYR-01662   17.24300   19.32400    0.52021    0.66700   -1.00221    0.52706    0.36653    4.27500    5.69159
OGLE-BLG-RRLYR-01664   16.56800   18.58900    0.59630    0.32800   -0.74646    0.43356    0.24750    4.65300    6.45459
OGLE-BLG-RRLYR-01667   15.91600   17.27300    0.50749    0.75100   -1.03460    0.51329    0.36997    4.21300    5.57659
OGLE-BLG-RRLYR-01671   16.58800   18.34600    0.49956    0.82300   -0.99986    0.50233    0.37784    4.19300    5.57159
OGLE-BLG-RRLYR-01672   14.81000   16.41200    0.76690    0.52500   -1.67259    0.49435    0.29784    4.68700    6.34559
OGLE-BLG-RRLYR-01674   16.79400   18.38100    0.44701    0.74200   -0.39617    0.56126    0.35078    4.52600    5.99159
OGLE-BLG-RRLYR-01676   16.26700   18.08700    0.63926    0.27800   -0.66785    0.38444    0.17772    4.73600    6.80559
OGLE-BLG-RRLYR-01677   17.11800   19.43900    0.58904    0.37300   -0.76856    0.46307    0.26419    4.65200    6.38459
OGLE-BLG-RRLYR-01679   16.93000   18.76400    0.67025    0.14800   -0.36905    0.24719    0.09569    4.98800    7.35259
OGLE-BLG-RRLYR-01682   16.98700   19.03000    0.61223    0.44900   -0.75043    0.51576    0.28913    4.72200    6.54459
OGLE-BLG-RRLYR-01683   16.60600   18.20600    0.52254    0.42800   -1.08613    0.41611    0.19613    4.32000    5.60359
OGLE-BLG-RRLYR-01685   17.31000   19.47400    0.71353    0.26800   -0.93551    0.36288    0.16776    4.89700    6.92259
OGLE-BLG-RRLYR-01686   16.16000   17.78500    0.61644    0.50100   -1.03554    0.47410    0.25893    4.64200    6.22359
OGLE-BLG-RRLYR-01688   16.19900   17.82100    0.59958    0.57200   -1.00648    0.52550    0.32642    4.56700    6.15859
OGLE-BLG-RRLYR-01689   16.68000   18.38500    0.48280    0.77400   -1.00177    0.50011    0.37535    4.16300    5.46959
OGLE-BLG-RRLYR-01692   16.30000   18.11400    0.57457    0.79000   -1.25632    0.54706    0.33595    4.32600    5.70659
OGLE-BLG-RRLYR-01693   16.37600   17.93700    0.56111    0.48500   -0.90935    0.49083    0.31911    4.50600    6.04759
OGLE-BLG-RRLYR-01694   16.42400   18.40600    0.65088    0.63500   -1.34609    0.51896    0.34826    4.58300    6.05159
OGLE-BLG-RRLYR-01695   18.33900   21.68600    0.51516    0.82900   -1.06726    0.52943    0.37466    4.22000    5.58259
OGLE-BLG-RRLYR-01697   18.54600   21.71500    0.44875    0.46900   -2.19277    0.22468    0.00760    3.85500    3.82159
OGLE-BLG-RRLYR-01699   16.01100   17.88400    0.94319    0.23400   -1.22743    0.30955    0.10101    5.30600    7.93459
OGLE-BLG-RRLYR-01702   16.42900   18.31900    0.60371    0.30900   -0.71109    0.41128    0.21653    4.72000    6.54159
OGLE-BLG-RRLYR-01703   15.73600   17.28800    0.61241    0.35900   -1.08584    0.36155    0.17790    4.44600    6.13859
OGLE-BLG-RRLYR-01704   16.15100   17.70600    0.56862    0.80000   -1.40016    0.49974    0.34787    4.17900    5.49659
OGLE-BLG-RRLYR-01706   16.96900   19.04300    0.61681    0.31100   -0.84537    0.41673    0.23506    4.71600    6.45659
OGLE-BLG-RRLYR-01708   15.79000   17.53500    0.57104    0.57500   -0.93740    0.52980    0.32715    4.53400    6.07259
OGLE-BLG-RRLYR-01710   15.32000   17.51300    0.47051    0.16900   -1.05027    0.52745    0.38701    4.10900    5.33759
OGLE-BLG-RRLYR-01711   16.59900   18.28700    0.49669    0.66100   -0.75919    0.54280    0.35145    4.36100    5.84659
OGLE-BLG-RRLYR-01713   16.20700   17.83100    0.55455    0.60400   -0.99669    0.53034    0.34895    4.39700    5.90259
OGLE-BLG-RRLYR-01715   16.29000   17.98300    0.55748    0.61800   -1.08191    0.51114    0.32501    4.39200    5.81659
OGLE-BLG-RRLYR-01716   16.35400   18.06000    0.50366    0.69200   -1.04716    0.50805    0.37142    4.19200    5.53859
OGLE-BLG-RRLYR-01718   16.47000   18.19400    0.50103    0.78000   -1.06557    0.50894    0.37299    4.18300    5.50059
OGLE-BLG-RRLYR-01721   18.13500   21.41900    0.49130    0.47600   -0.45260    0.46859    0.26601    4.56900    6.18659
OGLE-BLG-RRLYR-01722   16.41000   18.30700    0.64235    0.56300   -1.17821    0.51322    0.32776    4.61100    6.20459
OGLE-BLG-RRLYR-01723   17.04400   18.90600    0.54908    0.52900   -1.18160    0.53336    0.35217    4.26700    5.64559
OGLE-BLG-RRLYR-01724   15.13300   16.59200    0.49496    0.81200   -1.08358    0.50609    0.37337    4.15900    5.44259
OGLE-BLG-RRLYR-01726   15.71400   17.35100    0.56371    0.83700   -1.35384    0.52986    0.34368    4.16900    5.52359
OGLE-BLG-RRLYR-01727   16.40900   18.19500    0.61525    0.36800   -0.79735    0.43947    0.25029    4.72200    6.50559
OGLE-BLG-RRLYR-01728   16.70600   18.41900    0.45090    0.56300   -1.03322    0.38951    0.14145    4.08600    5.24159
OGLE-BLG-RRLYR-01730   17.09100   19.07700    0.40862    0.80800   -0.56641    0.55737    0.38006    4.18400    5.55659
OGLE-BLG-RRLYR-01731   16.28200   17.99300    0.53799    0.64100   -1.01604    0.52123    0.35235    4.32100    5.78059
OGLE-BLG-RRLYR-01732   16.49700   18.11000    0.40424    0.82800   -0.85890    0.52041    0.38558    4.03300    5.17559
OGLE-BLG-RRLYR-01734   16.29300   18.04400    0.52446    0.63600   -0.97193    0.51939    0.35442    4.30800    5.75359
OGLE-BLG-RRLYR-01735   16.48800   18.65700    0.64922    0.72200   -1.53405    0.50656    0.30853    4.44700    5.81359
OGLE-BLG-RRLYR-01736   17.07200   19.26000    0.63643    0.78200   -1.45159    0.55268    0.35258    4.49300    5.83759
OGLE-BLG-RRLYR-01737   16.50200   18.74600    0.60456    0.68000   -1.30773    0.55899    0.35139    4.42400    5.82259
OGLE-BLG-RRLYR-01740   17.86900   19.75600    0.58432    0.37100   -1.04866    0.41889    0.24452    4.47100    6.01659
OGLE-BLG-RRLYR-01741   16.04100   17.36700    0.47646    0.75300   -1.06295    0.52033    0.34262    4.16100    5.35759
OGLE-BLG-RRLYR-01743   16.54600   18.17500    0.53144    0.70000   -1.12401    0.52755    0.35404    4.22100    5.61059
OGLE-BLG-RRLYR-01745   16.07800   17.74800    0.49030    0.68700   -1.07890    0.50587    0.37391    4.14300    5.42059
OGLE-BLG-RRLYR-01746   17.50800   20.00500    0.48896    0.23700   -0.06128    0.36138    0.14163    4.82900    6.64759
OGLE-BLG-RRLYR-01747   16.87400   18.94900    0.54640    0.63500   -0.96907    0.51486    0.32794    4.39500    5.88759
OGLE-BLG-RRLYR-01748   16.23100   17.99300    0.58896    0.27200   -0.61654    0.38211    0.18917    4.73600    6.56859
OGLE-BLG-RRLYR-01749   15.75000   17.17700    0.43158    0.84600   -0.83226    0.51222    0.37867    4.11800    5.37059
OGLE-BLG-RRLYR-01754   16.57200   18.44000    0.62310    0.18800   -0.59276    0.30000    0.10220    4.84600    6.80059
OGLE-BLG-RRLYR-01756   16.89600   19.01200    0.44095    0.58300   -1.09982    0.41416    0.20319    4.07800    5.10159
OGLE-BLG-RRLYR-01757   15.98600   17.83100    0.83049    0.22700   -1.39020    0.33266    0.13314    5.00900    7.06659
OGLE-BLG-RRLYR-01759   16.46200   18.48800    0.44377    0.86600   -1.03207    0.48974    0.36848    4.05200    5.20059
OGLE-BLG-RRLYR-01760   15.81400   16.99200    0.44670    0.88400   -1.04477    0.47726    0.35182    4.08100    5.20259
OGLE-BLG-RRLYR-01761   15.35400   16.90900    0.57145    0.77100   -1.25340    0.54671    0.34458    4.32000    5.69159
OGLE-BLG-RRLYR-01763   15.68500   17.27900    0.62521    0.69300   -1.42543    0.51611    0.34193    4.36400    5.80259
OGLE-BLG-RRLYR-01765   18.45800   20.81600    0.64506    0.61300   -1.44942    0.51218    0.34250    4.46500    5.89159
OGLE-BLG-RRLYR-01768   17.61700   19.43800    0.60909    0.26700   -0.90229    0.39807    0.19249    4.69000    6.34159
OGLE-BLG-RRLYR-01769   17.83900   20.95200    0.54656    0.57000   -0.96161    0.51142    0.34719    4.39300    5.89759
OGLE-BLG-RRLYR-01770   16.33500   18.05300    0.64107    0.32900   -0.97416    0.43401    0.22851    4.68300    6.44459
OGLE-BLG-RRLYR-01771   16.44800   18.02700    0.78757    0.25000   -1.20371    0.32853    0.11254    4.99600    7.03759
OGLE-BLG-RRLYR-01772   16.11500   17.73600    0.54138    0.44900   -1.01040    0.51658    0.35125    4.35700    5.80759
OGLE-BLG-RRLYR-01773   16.78000   18.33800    0.43753    0.77400   -0.99075    0.47571    0.32249    4.10400    5.21359
OGLE-BLG-RRLYR-01774   15.81300   17.36900    0.56837    0.52500   -0.96470    0.52070    0.32309    4.48200    6.02359
OGLE-BLG-RRLYR-01775   15.95900   17.42600    0.56461    0.46200   -0.99408    0.46342    0.26232    4.47200    5.96559
OGLE-BLG-RRLYR-01776   16.29400   18.02800    0.49780    0.56700   -0.56521    0.48868    0.28475    4.59000    6.08859
OGLE-BLG-RRLYR-01777   16.34200   18.05800    0.55691    0.45200   -0.83356    0.49303    0.30315    4.53100    6.11459
OGLE-BLG-RRLYR-01779   16.06200   17.76300    0.52088    0.72200   -1.08293    0.52557    0.36853    4.22400    5.59759
OGLE-BLG-RRLYR-01783   16.36300   18.02300    0.61886    0.22100   -0.40142    0.33184    0.14304    4.86000    7.00759
OGLE-BLG-RRLYR-01784   15.00400   16.50100    0.55596    0.79000   -1.31339    0.54232    0.33179    4.20600    5.52659
OGLE-BLG-RRLYR-01786   17.89400   20.96700    0.51843    0.62400   -1.06185    0.49135    0.33602    4.23100    5.60859
OGLE-BLG-RRLYR-01789   16.26400   18.06500    0.76359    0.42900   -1.11663    0.40634    0.20862    4.88600    7.00059
OGLE-BLG-RRLYR-01790   15.89000   17.58700    0.50257    0.71000   -1.00718    0.50079    0.35480    4.21200    5.58059
OGLE-BLG-RRLYR-01792   16.22300   17.98400    0.66068    0.30200   -0.84371    0.39722    0.19403    4.83800    6.71959
OGLE-BLG-RRLYR-01793   15.89200   17.12300    0.53967    0.84200   -1.25661    0.52675    0.33945    4.18400    5.49859
OGLE-BLG-RRLYR-01794   18.47100   21.43600    0.38011    0.91100   -0.45714    0.56463    0.41558    4.15500    5.51959
OGLE-BLG-RRLYR-01795   16.85300   19.07900    0.64610    0.55400   -1.35150    0.52660    0.33225    4.54300    6.01659
OGLE-BLG-RRLYR-01796   15.90600   17.37400    0.50907    0.81100   -1.09016    0.51309    0.36736    4.17800    5.51859
OGLE-BLG-RRLYR-01797   17.07700   19.26700    0.41331    0.82300   -0.74928    0.53133    0.38443    4.09600    5.36259
OGLE-BLG-RRLYR-01799   17.92500   20.89800    0.55548    0.58900   -0.92461    0.53242    0.34092    4.45700    5.99559
OGLE-BLG-RRLYR-01800   16.31200   17.93400    0.54029    0.61700   -0.98609    0.49932    0.31959    4.36700    5.83059
OGLE-BLG-RRLYR-01801   16.38600   18.21000    0.53789    0.47400   -0.76585    0.45258    0.24165    4.60500    6.08359
OGLE-BLG-RRLYR-01802   16.51800   18.33100    0.61873    0.53300   -1.73153    0.45562    0.36062    4.16800    5.39259
OGLE-BLG-RRLYR-01804   16.65800   18.35200    0.51731    0.66300   -0.93113    0.48987    0.27122    4.38200    5.76059
OGLE-BLG-RRLYR-01805   17.37400   20.42300    0.55408    0.29000   -0.92266    0.51393    0.33522    4.40900    5.98959
OGLE-BLG-RRLYR-01809   16.48900   18.53000    0.88365    0.22900   -0.91085    0.29620    0.09078    5.38600    7.96459
OGLE-BLG-RRLYR-01810   16.28600   19.12000    0.62676    0.06300   -0.67744    0.25167    0.06475    4.77700    6.71959
OGLE-BLG-RRLYR-01813   16.58700   18.37000    0.60489    0.28300   -0.73913    0.40750    0.19931    4.72500    6.51459
OGLE-BLG-RRLYR-01814   16.64800   18.39700    0.52485    0.34900   -0.33608    0.44349    0.24885    4.77600    6.52759
OGLE-BLG-RRLYR-01815   16.87500   18.65400    0.57153    0.74300   -1.21915    0.55189    0.34196    4.34900    5.73359
OGLE-BLG-RRLYR-01816   17.98700   20.93800    0.48973    0.38800   -0.07907    0.42630    0.21843    4.83100    6.63059
OGLE-BLG-RRLYR-01817   16.01300   18.67700    0.49983    0.27400   -1.26978    0.51818    0.37192    4.05600    5.24559
OGLE-BLG-RRLYR-01821   15.84200   17.34200    0.61973    0.34800   -0.98823    0.42146    0.24836    4.59600    6.30059
OGLE-BLG-RRLYR-01822   16.59000   18.40300    0.57222    0.48600   -0.84350    0.50126    0.31874    4.55200    6.19359
OGLE-BLG-RRLYR-01823   16.18600   17.76500    0.56625    0.80400   -1.38775    0.51950    0.34198    4.17400    5.49759
OGLE-BLG-RRLYR-01825   16.25300   18.04300    0.59477    0.34300   -0.75298    0.43480    0.24815    4.69400    6.43759
OGLE-BLG-RRLYR-01826   16.31600   18.11000    0.60113    0.49200   -0.89291    0.49568    0.29460    4.64800    6.30559
OGLE-BLG-RRLYR-01827   16.46100   18.06100    0.46835    0.68500   -0.74717    0.51678    0.33341    4.33800    5.69259
OGLE-BLG-RRLYR-01829   16.74000   18.52200    0.49963    0.55200   -1.19135    0.35611    0.11794    4.23000    5.33959
OGLE-BLG-RRLYR-01830   17.14800   19.44800    0.56790    0.46800   -0.84127    0.46760    0.28448    4.53800    6.17059
OGLE-BLG-RRLYR-01831   14.82500   17.24500    0.94467    0.06600   -1.12755    0.25499    0.07366    5.31600    8.06459
OGLE-BLG-RRLYR-01832   17.41300   19.70000    0.63536    0.52000   -1.35572    0.48540    0.26677    4.54600    5.94759
OGLE-BLG-RRLYR-01835   16.89200   18.97300    0.48534    0.79700   -1.03148    0.50201    0.37068    4.16300    5.44859
OGLE-BLG-RRLYR-01836   16.84200   18.57800    0.42530    0.30000   -0.01618    0.33315    0.12477    4.73300    6.32359
OGLE-BLG-RRLYR-01837   16.28400   18.08700    0.65289    0.56100   -1.29825    0.51250    0.31668    4.57700    6.12159
OGLE-BLG-RRLYR-01838   16.48500   18.48900    0.56441    0.63400   -1.12329    0.51743    0.32603    4.36000    5.80759
OGLE-BLG-RRLYR-01839   17.13400   19.21800    0.48316    0.75900   -0.98290    0.50039    0.38352    4.18300    5.49459
